photo_id,path,angle_label,width,height,file_size,split,extension
90__none__86256,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\86256.jpeg,90,256,144,3735,none,.jpeg
180__none__384750,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\384750.jpeg,180,256,192,3825,none,.jpeg
0__none__422852,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\422852.jpeg,0,256,192,5934,none,.jpeg
270__none__377036,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\377036.jpeg,270,256,192,5532,none,.jpeg
90__none__262080,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\262080.jpeg,90,256,144,3176,none,.jpeg
0__none__141710,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\141710.jpeg,0,256,144,3290,none,.jpeg
0__none__150320,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\150320.jpeg,0,256,192,10673,none,.jpeg
0__none__241421,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\241421.jpeg,0,256,144,3106,none,.jpeg
90__none__299331,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\299331.jpeg,90,256,144,4168,none,.jpeg
90__none__294174,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\294174.jpeg,90,256,192,4829,none,.jpeg
90__none__87746,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\87746.jpeg,90,256,192,4182,none,.jpeg
90__none__281144,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\281144.jpeg,90,256,144,3044,none,.jpeg
130__none__98382,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\98382.jpeg,130,256,144,3815,none,.jpeg
180__none__226746,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\226746.jpeg,180,256,191,6049,none,.jpeg
180__none__264621,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\264621.jpeg,180,256,191,5539,none,.jpeg
130__none__370413,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\370413.jpeg,130,256,192,3979,none,.jpeg
130__none__179039,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\179039.jpeg,130,256,144,4880,none,.jpeg
130__none__293423,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\293423.jpeg,130,256,192,5565,none,.jpeg
0__none__486298,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\486298.jpeg,0,256,256,12828,none,.jpeg
0__none__209247,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\209247.jpeg,0,256,192,7292,none,.jpeg
0__none__88584,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\88584.jpeg,0,256,144,3811,none,.jpeg
90__none__337891,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\337891.jpeg,90,256,144,4230,none,.jpeg
90__none__83973,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\83973.jpeg,90,256,144,4075,none,.jpeg
130__none__307084,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\307084.jpeg,130,256,144,5110,none,.jpeg
0__none__341409,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\341409.jpeg,0,256,192,6807,none,.jpeg
130__none__499028,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\499028.jpeg,130,256,192,5588,none,.jpeg
0__none__87198,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\87198.jpeg,0,256,144,3264,none,.jpeg
180__none__167130,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\167130.jpeg,180,256,144,3494,none,.jpeg
0__none__95360,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\95360.jpeg,0,256,240,4914,none,.jpeg
90__none__222415,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\222415.jpeg,90,256,144,4283,none,.jpeg
90__none__215182,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\215182.jpeg,90,256,144,3780,none,.jpeg
90__none__76709,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\76709.jpeg,90,256,192,4647,none,.jpeg
130__none__203506,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\203506.jpeg,130,256,144,4293,none,.jpeg
90__none__334538,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\334538.jpeg,90,256,144,3660,none,.jpeg
180__none__338608,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\338608.jpeg,180,256,144,3694,none,.jpeg
90__none__79501,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\79501.jpeg,90,256,192,4187,none,.jpeg
270__none__355915,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\355915.jpeg,270,256,144,3950,none,.jpeg
0__none__117493,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\117493.jpeg,0,256,144,4543,none,.jpeg
270__none__296608,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\296608.jpeg,270,256,170,4027,none,.jpeg
130__none__149894,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\149894.jpeg,130,256,170,5285,none,.jpeg
130__none__422942,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\422942.jpeg,130,256,192,5962,none,.jpeg
130__none__94189,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\94189.jpeg,130,256,144,4998,none,.jpeg
0__none__405469,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\405469.jpeg,0,256,144,4724,none,.jpeg
0__none__457028,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\457028.jpeg,0,256,192,3745,none,.jpeg
270__none__424239,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\424239.jpeg,270,256,192,4730,none,.jpeg
130__none__170692,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\170692.jpeg,130,256,144,4119,none,.jpeg
0__none__476941,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\476941.jpeg,0,256,192,5897,none,.jpeg
180__none__345745,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\345745.jpeg,180,256,144,2873,none,.jpeg
90__none__152224,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\152224.jpeg,90,256,162,6261,none,.jpeg
90__none__91531,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\91531.jpeg,90,256,144,4996,none,.jpeg
0__none__486065,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\486065.jpeg,0,256,144,3942,none,.jpeg
180__none__362149,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\362149.jpeg,180,256,192,6194,none,.jpeg
90__none__70799,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\70799.jpeg,90,256,144,4280,none,.jpeg
180__none__124579,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\124579.jpeg,180,256,144,3495,none,.jpeg
130__none__393333,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\393333.jpeg,130,256,144,3523,none,.jpeg
0__none__162017,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\162017.jpeg,0,256,144,4484,none,.jpeg
270__none__340127,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\340127.jpeg,270,256,144,3873,none,.jpeg
90__none__165919,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\165919.jpeg,90,256,144,3615,none,.jpeg
90__none__191376,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\191376.jpeg,90,256,192,5184,none,.jpeg
0__none__172857,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\172857.jpeg,0,256,144,3522,none,.jpeg
90__none__88995,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\88995.jpeg,90,256,192,4739,none,.jpeg
0__none__83996,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\83996.jpeg,0,256,192,4740,none,.jpeg
0__none__311450,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\311450.jpeg,0,256,144,3067,none,.jpeg
180__none__444731,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\444731.jpeg,180,256,192,3532,none,.jpeg
90__none__201058,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\201058.jpeg,90,256,192,6214,none,.jpeg
180__none__474774,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\474774.jpeg,180,256,192,4618,none,.jpeg
90__none__164594,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\164594.jpeg,90,256,190,5408,none,.jpeg
180__none__473825,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\473825.jpeg,180,256,192,5491,none,.jpeg
180__none__478211,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\478211.jpeg,180,256,192,5705,none,.jpeg
180__none__203984,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\203984.jpeg,180,256,192,8509,none,.jpeg
130__none__152048,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\152048.jpeg,130,256,144,4194,none,.jpeg
130__none__357548,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\357548.jpeg,130,256,144,4990,none,.jpeg
180__none__348285,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\348285.jpeg,180,256,191,4020,none,.jpeg
270__none__214678,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\214678.jpeg,270,256,144,4797,none,.jpeg
130__none__417321,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\417321.jpeg,130,256,144,3433,none,.jpeg
90__none__105086,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\105086.jpeg,90,256,144,4502,none,.jpeg
180__none__415230,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\415230.jpeg,180,256,188,7533,none,.jpeg
180__none__206562,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\206562.jpeg,180,256,192,6355,none,.jpeg
0__none__444266,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\444266.jpeg,0,256,192,6028,none,.jpeg
270__none__355703,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\355703.jpeg,270,256,192,4630,none,.jpeg
180__none__396053,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\396053.jpeg,180,256,170,6610,none,.jpeg
130__none__172395,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\172395.jpeg,130,256,144,4557,none,.jpeg
270__none__281382,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\281382.jpeg,270,256,192,3843,none,.jpeg
180__none__110592,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\110592.jpeg,180,256,144,2802,none,.jpeg
270__none__313925,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\313925.jpeg,270,256,144,3508,none,.jpeg
90__none__30644,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\30644.jpeg,90,256,192,5262,none,.jpeg
270__none__478428,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\478428.jpeg,270,256,144,4873,none,.jpeg
270__none__411129,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\411129.jpeg,270,256,192,5105,none,.jpeg
180__none__358953,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\358953.jpeg,180,256,192,5469,none,.jpeg
130__none__215111,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\215111.jpeg,130,256,144,3235,none,.jpeg
0__none__95373,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\95373.jpeg,0,256,192,5767,none,.jpeg
180__none__415061,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\415061.jpeg,180,256,144,2095,none,.jpeg
0__none__229011,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\229011.jpeg,0,256,192,5856,none,.jpeg
180__none__411750,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\411750.jpeg,180,256,192,6598,none,.jpeg
90__none__71462,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\71462.jpeg,90,256,144,4287,none,.jpeg
130__none__103649,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\103649.jpeg,130,256,144,4238,none,.jpeg
180__none__447105,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\447105.jpeg,180,256,192,7028,none,.jpeg
130__none__263003,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\263003.jpeg,130,256,144,3655,none,.jpeg
0__none__145722,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\145722.jpeg,0,256,197,4356,none,.jpeg
90__none__144239,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\144239.jpeg,90,256,192,5320,none,.jpeg
180__none__332003,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\332003.jpeg,180,256,144,3226,none,.jpeg
180__none__289602,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\289602.jpeg,180,256,144,3856,none,.jpeg
90__none__101163,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\101163.jpeg,90,256,144,4406,none,.jpeg
130__none__417274,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\417274.jpeg,130,256,144,5765,none,.jpeg
180__none__215556,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\215556.jpeg,180,256,144,3475,none,.jpeg
0__none__166823,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\166823.jpeg,0,256,192,5897,none,.jpeg
0__none__135559,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\135559.jpeg,0,256,192,6902,none,.jpeg
180__none__341039,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\341039.jpeg,180,256,191,4081,none,.jpeg
180__none__304009,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\304009.jpeg,180,256,192,3925,none,.jpeg
90__none__289781,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\289781.jpeg,90,256,144,4625,none,.jpeg
270__none__325182,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\325182.jpeg,270,256,144,3811,none,.jpeg
0__none__351869,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\351869.jpeg,0,256,144,3751,none,.jpeg
130__none__457500,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\457500.jpeg,130,256,192,6009,none,.jpeg
0__none__317080,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\317080.jpeg,0,256,144,3042,none,.jpeg
0__none__167295,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\167295.jpeg,0,256,144,3591,none,.jpeg
90__none__270885,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\270885.jpeg,90,256,144,3936,none,.jpeg
270__none__432103,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\432103.jpeg,270,256,192,4237,none,.jpeg
90__none__7625,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\7625.jpeg,90,256,144,5397,none,.jpeg
180__none__253944,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\253944.jpeg,180,256,192,7937,none,.jpeg
180__none__226942,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\226942.jpeg,180,256,192,4714,none,.jpeg
180__none__154201,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\154201.jpeg,180,256,192,3392,none,.jpeg
0__none__168176,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\168176.jpeg,0,256,170,4299,none,.jpeg
180__none__337568,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\337568.jpeg,180,256,144,4417,none,.jpeg
0__none__242423,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\242423.jpeg,0,256,144,4576,none,.jpeg
270__none__460276,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\460276.jpeg,270,256,144,3590,none,.jpeg
0__none__312818,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\312818.jpeg,0,256,192,7775,none,.jpeg
270__none__384096,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\384096.jpeg,270,256,192,4891,none,.jpeg
